작업자,시험명,프레임수,금액,오브젝트 개수,오브젝트 합,월,일,주민등록번호,핸드폰,주소,계좌번호
신성례,1_20211008_033250_000210,99,258900,Object개수:   차량 _1182/ 보행자_94/  신호등_138/  표지판_105/  노면표식_137/ 노면화살표_70,1726,10,20,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,1_20211008_033719_001470,126,258000,Object개수:   차량 _1151/ 보행자_95/  신호등_122/  표지판_105/  노면표식_147/ 노면화살표_100,1720,10,21,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,1_20211008_034058_000840,148,286650,Object개수:   차량 _1457/ 보행자_72/  신호등_94/  표지판_75/  노면표식_138/ 노면화살표_75,1911,10,22,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,1_20211008_034640_000030,112,247050,Object개수:   차량 _1130/ 보행자_96/  신호등_152/  표지판_80/  노면표식_110/ 노면화살표_79,1647,10,23,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_164704_000360,127,275100,Object개수:   차량 _1318/ 보행자_112/  신호등_129/  표지판_41/  노면표식_140/ 노면화살표_94,1834,9,17,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_164704_004500,99,235650,Object개수:   차량 _1003/ 보행자_85/  신호등_145/  표지판_58/  노면표식_167/ 노면화살표_113,1571,9,23,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_165324_000180,85,277800,Object개수:   차량 _1354/ 보행자_120/  신호등_96/  표지판_68/  노면표식_108/ 노면화살표_106,1852,9,24,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_165324_003480,104,271050,Object개수:   차량 _1350/ 보행자_90/  신호등_117/  표지판_76/  노면표식_100/ 노면화살표_74,1807,9,27,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_165324_008070,117,275550,Object개수:   차량 _1308/ 보행자_106/  신호등_107/  표지판_81/  노면표식_125/ 노면화살표_110,1837,9,28,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_165945_002370,100,273000,Object개수:   차량 _1289/ 보행자_72/  신호등_155/  표지판_83/  노면표식_129/ 노면화살표_92,1820,9,29,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_165945_006180,125,245550,Object개수:   차량 _1171/ 보행자_97/  신호등_99/  표지판_89/  노면표식_101/ 노면화살표_80,1637,9,30,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_170605_001590,140,286500,Object개수:   차량 _1384/ 보행자_86/  신호등_123/  표지판_73/  노면표식_144/ 노면화살표_100,1910,10,21,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_211019_001080,103,270750,Object개수:   차량 _1313/ 보행자_107/  신호등_148/  표지판_68/  노면표식_81/ 노면화살표_88,1805,10,22,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_211019_006150,118,290250,Object개수:   차량 _1480/ 보행자_74/  신호등_141/  표지판_73/  노면표식_101/ 노면화살표_66,1935,10,23,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_211537_001080,148,237600,Object개수:   차량 _1033/ 보행자_121/  신호등_94/  표지판_67/  노면표식_126/ 노면화살표_143,1584,10,25,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20200615_211537_006510,112,278400,Object개수:   차량 _1440/ 보행자_80/  신호등_80/  표지판_61/  노면표식_116/ 노면화살표_79,1856,10,26,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_023222_000000,113,291300,Object개수:   차량 _1476/ 보행자_84/  신호등_68/  표지판_96/  노면표식_128/ 노면화살표_90,1942,12,4,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_023709_000720,118,251700,Object개수:   차량 _1140/ 보행자_86/  신호등_99/  표지판_95/  노면표식_136/ 노면화살표_122,1678,12,6,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_024342_000420,128,273150,Object개수:   차량 _1276/ 보행자_110/  신호등_101/  표지판_94/  노면표식_153/ 노면화살표_87,1821,12,7,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_024810_000660,140,269700,Object개수:   차량 _1279/ 보행자_111/  신호등_94/  표지판_129/  노면표식_118/ 노면화살표_67,1798,12,8,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_030506_000000,132,269100,Object개수:   차량 _1240/ 보행자_79/  신호등_116/  표지판_135/  노면표식_100/ 노면화살표_124,1794,12,9,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_031013_000030,145,285600,Object개수:   차량 _1452/ 보행자_76/  신호등_126/  표지판_81/  노면표식_129/ 노면화살표_40,1904,12,10,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_031013_003330,115,259800,Object개수:   차량 _1300/ 보행자_84/  신호등_118/  표지판_69/  노면표식_113/ 노면화살표_48,1732,12,11,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_031619_000480,141,277200,Object개수:   차량 _1338/ 보행자_81/  신호등_115/  표지판_98/  노면표식_113/ 노면화살표_103,1848,12,13,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_031822_001890,108,234450,Object개수:   차량 _1090/ 보행자_111/  신호등_85/  표지판_102/  노면표식_85/ 노면화살표_90,1563,12,14,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_031822_005190,103,296100,Object개수:   차량 _1451/ 보행자_81/  신호등_110/  표지판_86/  노면표식_142/ 노면화살표_104,1974,12,15,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_032355_003090,130,262800,Object개수:   차량 _1314/ 보행자_73/  신호등_93/  표지판_58/  노면표식_111/ 노면화살표_103,1752,12,16,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_032730_002490,100,283650,Object개수:   차량 _1385/ 보행자_100/  신호등_85/  표지판_76/  노면표식_155/ 노면화살표_90,1891,12,17,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
신성례,2_20211008_033250_000210,116,262950,Object개수:   차량 _1219/ 보행자_94/  신호등_109/  표지판_101/  노면표식_109/ 노면화살표_121,1753,12,18,790620-2852518,010-2032-6171,수원시 영통구 광교호수공원로80 105-3402,( 농협 은행 ) 302-2032-617181
